psl_entry,top_level_domain,dns_status,whois_status,whois_domain_expiry_date,whois_domain_registration_date,whois_domain_status,psl_txt_status,expiry_check_status
platformsh.site,platformsh.site,ok,ok,2026-06-25,2016-06-25,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
platter-app.com,platter-app.com,ok,ok,2025-06-16,2023-06-16,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
platter-app.dev,platter-app.dev,ok,ok,2025-08-19,2019-08-19,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
pley.games,pley.games,ok,ok,2026-01-30,2023-01-30,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
podzone.net,podzone.net,ok,ok,2025-02-16,2005-02-16,"[""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
pointto.us,pointto.us,ok,ok,2025-03-14,2006-03-15,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
poniatowa.pl,poniatowa.pl,ok,ok,2025-03-12,1998-03-13,null,invalid,FAIL_2Y
pp.ua,pp.ua,ok,ok,2033-01-01,2008-01-01,"[""linked"", ""ok""]",invalid,ok
priv.at,priv.at,ok,ok,,,[],invalid,FAIL_2Y
project.space,project.space,ok,ok,2026-10-26,2022-10-26,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
protonet.io,protonet.io,ok,ok,2025-08-05,2015-08-05,"[""ok https://icann.org/epp#ok""]",invalid,FAIL_2Y
punyu.jp,punyu.jp,ok,ok,2025-11-30,2005-11-12,"[""Active""]",invalid,FAIL_2Y
pyatigorsk.ru,pyatigorsk.ru,ok,ok,2025-10-31,1997-10-08,"[""REGISTERED, DELEGATED, VERIFIED""]",invalid,FAIL_2Y
qualifioapp.com,qualifioapp.com,ok,ok,2025-10-23,2017-10-23,"[""Domain Status:"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
quickconnect.cn,quickconnect.cn,ok,ok,2032-09-21,2015-09-21,"[""ok""]",invalid,ok
quickconnect.to,quickconnect.to,ok,ok,,,null,invalid,FAIL_2Y
quizzes.cx,quizzes.cx,ok,ok,2026-07-28,2021-07-28,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
rackmaze.com,rackmaze.com,ok,ok,2025-09-28,2011-09-28,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""",invalid,FAIL_2Y
raindrop.jp,raindrop.jp,ok,ok,2025-09-30,2001-09-21,"[""Active""]",invalid,FAIL_2Y
ravendb.run,ravendb.run,ok,ok,2025-12-27,2017-12-27,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
read-books.org,read-books.org,ok,ok,2028-09-10,2009-09-10,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
realm.cz,realm.cz,ok,ok,2025-04-27,2008-04-27,"[""Sponsoring registrar change forbidden"", ""Update forbidden""]",invalid,FAIL_2Y
reg.dk,reg.dk,ok,ok,2025-03-31,1997-01-31,"[""Active""]",invalid,FAIL_2Y
remotewd.com,remotewd.com,ok,ok,2025-09-03,2010-01-29,"[""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
replit.dev,replit.dev,ok,ok,2029-01-26,2021-01-26,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
repost.aws,repost.aws,ok,ok,2025-11-09,2021-11-09,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
reservd.com,reservd.com,ok,ok,2025-05-06,2005-05-06,"[""Domain Status:"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
rgr.jp,rgr.jp,ok,ok,2025-06-30,2004-06-23,"[""Active""]",invalid,FAIL_2Y
rn.leg.br,rn.leg.br,ok,ok,,2011-08-02,"[""20241211 DSOK"", ""published""]",invalid,FAIL_2Y
routingthecloud.com,routingthecloud.com,ok,ok,2027-10-24,2011-10-24,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
rss.my.id,rss.my.id,ok,ok,2030-07-24,2020-07-24,"[""clientTransferProhibited"", ""serverTransferProhibited""]",invalid,ok
rt.ht,rt.ht,ok,ok,2027-05-10,2022-05-10,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
ru.net,ru.net,ok,ok,2025-02-01,1995-01-31,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
sagemaker.com.cn,sagemaker.com.cn,ok,ok,2025-03-02,2020-03-02,"[""clientTransferProhibited""]",invalid,FAIL_2Y
sakura.tv,sakura.tv,ok,ok,2025-09-26,2005-09-26,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
sandcats.io,sandcats.io,ok,ok,2026-10-30,2014-10-30,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
saveincloud.net,saveincloud.net,ok,ok,2027-03-31,2016-03-31,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
scrysec.com,scrysec.com,ok,ok,2025-08-13,2017-08-13,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
sdscloud.pl,sdscloud.pl,ok,ok,2025-10-29,2017-10-29,null,invalid,FAIL_2Y
se.net,se.net,ok,ok,2030-10-26,1998-04-20,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
selfip.biz,selfip.biz,ok,ok,2025-06-16,2005-06-17,[],invalid,FAIL_2Y
selfip.org,selfip.org,ok,ok,2025-06-17,2005-06-17,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
sellfy.store,sellfy.store,ok,ok,2027-08-17,2017-08-17,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
sells-it.net,sells-it.net,ok,ok,2026-01-03,2007-01-03,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
servebbs.com,servebbs.com,ok,ok,2025-07-04,2005-07-04,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
servecounterstrike.com,servecounterstrike.com,ok,ok,2025-06-01,2001-06-01,"[""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
serveftp.org,serveftp.org,ok,ok,2025-12-03,2001-12-03,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
servemp3.com,servemp3.com,ok,ok,2026-02-05,2000-02-05,"[""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
servesarcasm.com,servesarcasm.com,ok,ok,2025-10-22,2002-10-22,"[""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
sheezy.games,sheezy.games,ok,ok,2026-10-21,2023-10-21,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
shop.ro,shop.ro,ok,ok,2025-02-13,2001-01-01,"""OK""",invalid,FAIL_2Y
shoparena.pl,shoparena.pl,ok,ok,2025-08-09,2013-08-09,null,invalid,FAIL_2Y
shopware.shop,shopware.shop,ok,ok,,,null,invalid,FAIL_2Y
shopware.store,shopware.store,ok,ok,2025-06-14,2016-06-14,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
siiites.com,siiites.com,ok,ok,2025-07-14,2021-07-14,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
simple-url.com,simple-url.com,ok,ok,2026-01-04,2007-01-04,"[""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
simplesite.com.br,simplesite.com.br,ok,ok,2025-06-23,2013-06-23,"[""published""]",invalid,FAIL_2Y
sinaapp.com,sinaapp.com,ok,ok,2026-06-29,2009-06-29,"[""ok https://www.icann.org/epp#ok"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited""]",invalid,FAIL_2Y
skr.jp,skr.jp,ok,ok,2025-02-28,2003-02-08,"[""Active""]",invalid,FAIL_2Y
skygearapp.com,skygearapp.com,ok,ok,2025-08-12,2019-08-12,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
smushcdn.com,smushcdn.com,ok,ok,2026-02-22,2018-02-22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
snowflake.app,snowflake.app,ok,ok,2027-05-15,2018-05-15,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
spb.su,spb.su,ok,ok,2025-09-30,2000-10-05,"[""REGISTERED, DELEGATED""]",invalid,FAIL_2Y
spdns.de,spdns.de,ok,ok,,,"[""connect""]",invalid,FAIL_2Y
spdns.eu,spdns.eu,ok,ok,,,[],invalid,FAIL_2Y
square7.ch,square7.ch,ok,ok,,,null,invalid,FAIL_2Y
stackit.gg,stackit.gg,ok,ok,,2023-04-26,"[""Active""]",invalid,FAIL_2Y
statics.cloud,statics.cloud,ok,ok,2025-09-05,2016-09-05,"[""ok https://icann.org/epp#ok""]",invalid,FAIL_2Y
stgstage.dev,stgstage.dev,ok,ok,2025-02-26,2021-02-26,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
streak-link.com,streak-link.com,ok,ok,2029-01-31,2022-01-31,"[""Domain Status:"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
streamlit.app,streamlit.app,ok,ok,2032-04-21,2020-04-21,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
swidnik.pl,swidnik.pl,ok,ok,2025-07-29,1997-02-27,null,invalid,FAIL_2Y
syno-ds.de,syno-ds.de,ok,ok,,,"[""connect""]",invalid,FAIL_2Y
taifun-dns.de,taifun-dns.de,ok,ok,,,"[""connect""]",invalid,FAIL_2Y
tank.jp,tank.jp,ok,ok,2025-07-31,2004-07-09,"[""Active""]",invalid,FAIL_2Y
taveusercontent.com,taveusercontent.com,ok,ok,2029-08-06,2021-08-06,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
tawkto.email,tawkto.email,ok,ok,2026-11-23,2023-11-23,"[""ok https://icann.org/epp#ok""]",invalid,FAIL_2Y
tb-hosting.com,tb-hosting.com,ok,ok,2025-10-28,2021-10-28,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
tcp4.me,tcp4.me,ok,ok,2025-10-07,2015-10-07,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
tech.orange,tech.orange,ok,ok,2025-03-06,2019-03-06,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
teckids.org,teckids.org,ok,ok,2025-01-27,2010-01-27,"[""ok https://icann.org/epp#ok""]",invalid,FAIL_2Y
tempurl.host,tempurl.host,ok,ok,2031-08-11,2020-08-11,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
termez.su,termez.su,ok,ok,2025-09-30,1999-06-18,"[""REGISTERED, DELEGATED""]",invalid,FAIL_2Y
tickets.io,tickets.io,ok,ok,2025-06-30,2004-06-30,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
tlon.network,tlon.network,ok,ok,2028-10-23,2019-10-23,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
to.leg.br,to.leg.br,ok,ok,,2011-08-02,"[""20241211 DSOK"", ""published""]",invalid,FAIL_2Y
topaz.ne.jp,topaz.ne.jp,ok,ok,,2004-07-12,"[""Connected (2025/07/31)""]",invalid,FAIL_2Y
trafficplex.cloud,trafficplex.cloud,ok,ok,2025-04-01,2017-04-01,"[""ok https://icann.org/epp#ok""]",invalid,FAIL_2Y
translate.goog,translate.goog,ok,ok,2025-12-05,2017-12-05,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
translated.page,translated.page,ok,ok,2025-11-13,2021-11-13,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
triton.zone,triton.zone,ok,ok,2025-06-24,2015-06-24,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
troitsk.su,troitsk.su,ok,ok,2025-09-30,1999-06-18,"[""REGISTERED, DELEGATED""]",invalid,FAIL_2Y
tuleap-partners.com,tuleap-partners.com,ok,ok,2026-06-22,2021-06-22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
tuxfamily.org,tuxfamily.org,ok,ok,2028-09-29,1999-09-29,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
twmail.org,twmail.org,ok,ok,2029-07-21,2001-07-21,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
typo3server.info,typo3server.info,ok,ok,2027-08-18,2003-08-18,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
ua.rs,ua.rs,ok,ok,2025-11-24,2018-11-24,"[""Active https://www.rnids.rs/en/domain-name-status-codes#Active""]",invalid,FAIL_2Y
uber.space,uber.space,ok,ok,2025-03-11,2015-03-11,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
uk.net,uk.net,ok,ok,2031-02-28,1997-02-27,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
unicloud.pl,unicloud.pl,ok,ok,2029-01-03,2013-01-03,null,invalid,ok
upsunapp.com,upsunapp.com,ok,ok,2029-10-31,2022-10-31,"[""ok https://icann.org/epp#ok""]",invalid,ok
us.org,us.org,ok,ok,2030-04-24,1995-04-23,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
usercontent.goog,usercontent.goog,ok,ok,2025-06-25,2021-06-25,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
utwente.io,utwente.io,ok,ok,2025-03-19,2018-03-19,"[""ok https://icann.org/epp#ok""]",invalid,FAIL_2Y
v-info.info,v-info.info,ok,ok,2025-05-23,2008-05-23,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
val.run,val.run,ok,ok,2027-04-15,2023-04-15,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
veterinaire.fr,veterinaire.fr,ok,ok,2025-10-22,1994-12-31,"[""ACTIVE"", ""active"", ""associated"", ""ok""]",invalid,FAIL_2Y
vivian.jp,vivian.jp,ok,ok,2025-05-31,2002-05-01,"[""Active""]",invalid,FAIL_2Y
vladimir.su,vladimir.su,ok,ok,2025-09-30,1999-06-18,"[""REGISTERED, DELEGATED""]",invalid,FAIL_2Y
voorloper.cloud,voorloper.cloud,ok,ok,2030-05-24,2017-05-24,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
vp4.me,vp4.me,ok,ok,2028-07-06,2014-07-06,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
vpnplus.to,vpnplus.to,ok,ok,,,null,invalid,FAIL_2Y
w-credentialless-staticblitz.com,w-credentialless-staticblitz.com,ok,ok,2027-02-14,2024-02-14,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clienttransferprohibited https://icann.org/epp#clienttransferprohibited""]",invalid,ok
watson.jp,watson.jp,ok,ok,2025-11-30,2005-11-12,"[""Active""]",invalid,FAIL_2Y
webflow.io,webflow.io,ok,ok,2028-05-08,2013-05-08,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
webflowtest.io,webflowtest.io,ok,ok,2028-04-03,2015-04-03,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
webhop.biz,webhop.biz,ok,ok,2025-11-18,2001-11-16,[],invalid,FAIL_2Y
webhop.me,webhop.me,ok,ok,2025-07-18,2008-07-18,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
weblike.jp,weblike.jp,ok,ok,2025-03-31,2006-03-23,"[""Active""]",invalid,FAIL_2Y
websitebuilder.online,websitebuilder.online,ok,ok,2029-11-09,2016-11-09,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
weeklylottery.org.uk,weeklylottery.org.uk,ok,ok,2025-01-08,2010-01-08,"[""Registered until expiry date.""]",invalid,FAIL_2Y
wix.run,wix.run,ok,ok,2028-01-18,2023-01-18,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
wjg.jp,wjg.jp,ok,ok,2025-06-30,2009-06-15,"[""Active""]",invalid,FAIL_2Y
worse-than.tv,worse-than.tv,ok,ok,2026-01-04,2007-01-04,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
wphostedmail.com,wphostedmail.com,ok,ok,2025-07-17,2019-07-17,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
wpsquared.site,wpsquared.site,ok,ok,2027-06-20,2023-06-20,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
wroc.pl,wroc.pl,ok,ok,2026-12-31,1995-01-11,null,invalid,ok
xn--90amc.xn--p1acf,xn--90amc.xn--p1acf,ok,ok,2028-10-06,2015-10-06,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,ok
xn--gnstigliefern-wob.de,xn--gnstigliefern-wob.de,ok,ok,,,"[""connect""]",invalid,FAIL_2Y
xn--h1aliz.xn--p1acf,xn--h1aliz.xn--p1acf,ok,ok,2025-07-28,2017-07-28,"[""active https://icann.org/epp#active""]",invalid,FAIL_2Y
xn--j1ael8b.xn--p1acf,xn--j1ael8b.xn--p1acf,ok,ok,2025-03-29,2017-03-29,"[""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited""]",invalid,FAIL_2Y
yandexcloud.net,yandexcloud.net,ok,ok,2025-08-03,2018-08-03,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]",invalid,FAIL_2Y
ynh.fr,ynh.fr,ok,ok,2025-04-02,2018-04-02,"[""ACTIVE"", ""active"", ""associated"", ""not identified""]",invalid,FAIL_2Y
za.com,za.com,ok,ok,2025-12-10,1998-03-24,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,FAIL_2Y
zeabur.app,zeabur.app,ok,ok,2027-09-27,2022-09-27,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]",invalid,ok
