psl_entry,top_level_domain,dns_status,whois_status,whois_domain_expiry_date,whois_domain_status
egoism.jp,egoism.jp,ok,ok,2025-01-31 00:00:00,"""Active"""
ownprovider.com,ownprovider.com,ok,ok,2024-06-27 08:11:03,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited"", ""autoRenewPeriod https://www.icann.org/epp#autoRenewPeriod""]"
redirectme.net,redirectme.net,ok,ok,2026-08-10 02:24:14,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
at-band-camp.net,at-band-camp.net,ok,ok,2025-01-04 13:41:53,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
edgekey-staging.net,edgekey-staging.net,ok,ok,2025-09-24 23:37:43,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited""]"
tula.su,tula.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
co.ca,co.ca,ok,ok,2027-03-20 05:00:00,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
schulplattform.de,schulplattform.de,ok,ok,,"""connect"""
i234.me,i234.me,ok,ok,2025-02-10 08:04:06,"""ok https://icann.org/epp#ok"""
xii.jp,xii.jp,ok,ok,2024-09-30 00:00:00,"""Active"""
webredirect.org,webredirect.org,ok,ok,2027-07-23 19:36:46,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
ngrok.pizza,ngrok.pizza,ok,ok,2025-07-21 00:01:30,"""ok https://icann.org/epp#ok"""
edgekey.net,edgekey.net,ok,ok,2025-10-04 02:44:53,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)"", ""serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)"", ""serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)""]"
nov.su,nov.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
na4u.ru,na4u.ru,ok,ok,2024-07-04 00:00:00,"""REGISTERED, DELEGATED"""
12hp.at,12hp.at,ok,ok,,null
betainabox.com,betainabox.com,ok,ok,2024-08-15 16:38:57,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
shoparena.pl,shoparena.pl,ok,ok,2024-08-09 15:20:52,null
rb-hosting.io,rb-hosting.io,ok,ok,2028-11-22 17:51:15,"""ok https://icann.org/epp#ok"""
editorx.io,editorx.io,ok,ok,2028-03-01 10:50:10,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
cutegirl.jp,cutegirl.jp,ok,ok,2024-10-31 00:00:00,"""Active"""
gliwice.pl,gliwice.pl,ok,ok,2024-12-31 13:00:00,null
homeunix.net,homeunix.net,ok,ok,2024-12-03 16:47:42,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
gotdns.org,gotdns.org,ok,ok,2025-02-24 22:33:57,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
simplesite.com.br,simplesite.com.br,ok,ok,2025-06-23 00:00:00,"""published"""
ravendb.cloud,ravendb.cloud,ok,ok,2025-01-28 20:00:39.697000,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
futuremailing.at,futuremailing.at,ok,ok,,null
art.pl,art.pl,ok,ok,2032-12-31 13:00:00,null
srht.site,srht.site,ok,ok,2025-02-17 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited - http://www.icann.org/epp#clientTransferProhibited""]"
postman-echo.com,postman-echo.com,ok,ok,2024-11-16 08:18:09,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
ybo.science,ybo.science,ok,ok,2026-11-07 23:59:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
blogspot.li,blogspot.li,ok,ok,,null
hu.net,hu.net,ok,ok,2030-11-13 05:00:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
sc.leg.br,sc.leg.br,ok,ok,,"[""20240627 DSOK"", ""published""]"
myds.me,myds.me,ok,ok,2025-02-16 02:23:52,"""ok https://icann.org/epp#ok"""
spdns.eu,spdns.eu,ok,ok,,null
upsunapp.com,upsunapp.com,ok,ok,2029-10-31 18:14:24,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
cdn77-ssl.net,cdn77-ssl.net,ok,ok,2025-01-16 11:15:08,"[""ok https://icann.org/epp#ok"", ""ok https://www.icann.org/epp#ok""]"
dopaas.com,dopaas.com,ok,ok,2024-09-27 13:00:32,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""renewPeriod (https://www.icann.org/epp#renewPeriod)""]"
gehirn.ne.jp,gehirn.ne.jp,ok,ok,,"""Connected (2024/10/31)"""
armenia.su,armenia.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
rhcloud.com,rhcloud.com,ok,ok,2025-01-06 21:43:58,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited https://www.icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://www.icann.org/epp#clientUpdateProhibited""]"
servebbs.org,servebbs.org,ok,ok,2025-07-04 19:38:31,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
sellfy.store,sellfy.store,ok,ok,2024-08-17 23:59:59,"[""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited""]"
api.gov.uk,api.gov.uk,ok,ok,,"""No registration status listed."""
darklang.io,darklang.io,ok,ok,2026-10-12 01:50:35,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
dontexist.net,dontexist.net,ok,ok,2025-04-15 12:15:20,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
cyon.site,cyon.site,ok,ok,2024-07-15 23:59:59,"""ok https://icann.org/epp#ok"""
hobby-site.com,hobby-site.com,ok,ok,2025-06-25 20:42:54,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
impertrixcdn.com,impertrixcdn.com,ok,ok,2025-03-28 17:16:20,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
c66.me,c66.me,ok,ok,2024-11-25 10:24:47,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
development.run,development.run,ok,ok,2024-12-27 07:43:29,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
to.leg.br,to.leg.br,ok,ok,,"[""20240627 DSOK"", ""published""]"
jelastic.com,jelastic.com,ok,ok,2025-01-27 20:20:36,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)""]"
stuff-4-sale.us,stuff-4-sale.us,ok,ok,2025-01-03 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
onthewifi.com,onthewifi.com,ok,ok,2025-03-07 22:56:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
kilatiron.com,kilatiron.com,ok,ok,2025-01-08 17:33:53,"""ok https://icann.org/epp#ok"""
retrosnub.co.uk,retrosnub.co.uk,ok,ok,2026-05-12 00:00:00,"""Registered until expiry date."""
hk.org,hk.org,ok,ok,2026-10-20 04:00:00,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
gdansk.pl,gdansk.pl,ok,ok,2031-06-08 14:00:00,null
mond.jp,mond.jp,ok,ok,2024-07-31 00:00:00,"""Active"""
coolblog.jp,coolblog.jp,ok,ok,2024-11-30 00:00:00,"""Active"""
typedream.app,typedream.app,ok,ok,2025-01-22 08:47:25,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
wedeploy.me,wedeploy.me,ok,ok,2025-06-18 10:57:30,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""autoRenewPeriod https://icann.org/epp#autoRenewPeriod"", ""autoRenewPeriod https://www.icann.org/epp#autoRenewPeriod"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
ltd.ua,ltd.ua,ok,ok,2025-02-19 18:12:24+02,"[""clientDeleteProhibited"", ""clientTransferProhibited"", ""clientUpdateProhibited"", ""linked""]"
c.la,c.la,ok,ok,2026-06-11 23:59:59,"""ok https://icann.org/epp#ok"""
mysecuritycamera.com,mysecuritycamera.com,ok,ok,2025-12-19 19:42:09,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
experts-comptables.fr,experts-comptables.fr,ok,ok,2024-09-09 08:13:50,"[""ACTIVE"", ""active"", ""associated"", ""ok"", ""not identified""]"
noho.st,noho.st,ok,ok,2024-10-19 00:00:00,"""ok"""
blogspot.rs,blogspot.rs,ok,ok,2025-03-10 12:31:14,"[""Active https://www.rnids.rs/en/domain-name-status-codes#Active"", ""clientUpdateProhibited https://www.rnids.rs/en/domain-name-status-codes#ClientUpdateProhibited""]"
diskstation.eu,diskstation.eu,ok,ok,,null
spacekit.io,spacekit.io,ok,ok,2025-05-10 17:00:00,"""ok https://icann.org/epp#ok"""
torun.pl,torun.pl,ok,ok,2024-12-31 13:00:00,null
gv.vc,gv.vc,ok,ok,,null
akamaized-staging.net,akamaized-staging.net,ok,ok,2025-03-18 14:09:09,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
iserv.dev,iserv.dev,ok,ok,2025-02-28 16:13:22,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
svn-repos.de,svn-repos.de,ok,ok,,null
cloudfunctions.net,cloudfunctions.net,ok,ok,2024-12-03 18:56:54,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
pp.ua,pp.ua,ok,ok,2033-01-01 10:35:38+02,"[""ok"", ""linked""]"
blush.jp,blush.jp,ok,ok,2024-11-30 00:00:00,"""Active"""
info.at,info.at,ok,ok,,null
pgfog.com,pgfog.com,ok,ok,2024-09-21 05:28:37,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clienttransferprohibited https://icann.org/epp#clienttransferprohibited""]"
cdn77.net,cdn77.net,ok,ok,2025-02-21 15:26:46,"""ok https://icann.org/epp#ok"""
dattorelay.com,dattorelay.com,ok,ok,2024-12-01 12:10:23,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
hlx.page,hlx.page,ok,ok,2026-08-20 15:22:43,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited https://www.icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://www.icann.org/epp#clientUpdateProhibited""]"
oya.to,oya.to,ok,ok,,null
akamaiedge-staging.net,akamaiedge-staging.net,ok,ok,2025-09-24 23:36:43,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)"", ""serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)"", ""serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)""]"
